"DP02_0015E","DP02_0016E","DP02_0066PE","DP02_0067PE","DP02_0071PE","DP02_0079PE","DP02_0088PE","DP02_0092PE","DP02_0101PE","DP02_0112PE","DP03_0005PE","DP03_0007PE","DP03_0009PE","DP03_0021PE","DP03_0025E","DP03_0062E","DP03_0063E","DP03_0096PE","DP03_0097PE","DP03_0098PE","DP03_0099PE","DP03_0128PE","DP04_0046PE","DP04_0047PE","DP05_0017E","DP05_0032PE","DP05_0066PE","ZCTA5"
2.23,2.92,95.8,63.6,7.6,94.2,73.7,24.6,7.4,29.1,4.4,32.9,6.5,21.3,34.6,102317,135409,95.7,84,28.8,4.3,4.6,80.3,19.7,48,73.5,11.7,10530
2.9,3.24,90.1,40,8.7,95.4,84.6,14.8,2.2,18.2,2.9,35.7,4.4,12.1,31.2,105739,120479,97.4,87.5,23.4,2.6,3,86.1,13.9,43.9,90.4,8.3,10532
2.91,3.23,96,72.2,6.9,92.1,83.6,15.2,2.8,22.1,2.1,30.5,3.1,23,33.5,139574,238703,96.9,91.5,16,3.1,2.3,79.1,20.9,43.8,86.7,8.8,10533
2.68,3.64,100,54.9,10.6,88.3,90.2,9.8,0,10.8,7,31.4,10.2,0,32.4,53636,75193,97.2,71.4,34.7,2.8,0,29.9,70.1,45.3,88.3,7.5,10535
3.09,3.34,95,69.4,5.9,94.6,86.4,12.4,4,14.1,2.5,35.6,3.8,18,37.7,157875,226620,96.2,88.7,18.1,3.8,4,88.7,11.3,44.2,87,5.9,10536
2.53,2.89,92,47.7,8.4,98.6,86.1,11.7,17.7,25.2,7.4,30.6,10.7,12.2,44.7,77396,99556,94.2,77.1,29.2,5.8,6.2,91.9,8.1,46.2,83.2,7,10537
2.82,3.32,96.8,79,5.9,88.8,81.4,16,22.9,20.8,3,31.9,4.5,42.5,41.4,152500,241101,98.8,92.8,16.7,1.2,4.1,79.2,20.8,40.9,90.3,7.3,10538
3.04,3.4,94.5,38.6,9,93.6,86,12.9,4.6,19.4,5.2,28.1,7.3,5.8,36.5,107901,119542,92.8,84.8,19.2,7.2,2.9,86.1,13.9,41.1,92.1,11.2,10541
2.65,3.31,87.9,50.5,9,88.5,73.2,25.3,8.2,35,5.7,31.8,8.3,25.1,31.7,83827,146779,91.7,75.9,26.4,8.3,8,59,41,41.2,76.6,19.5,10543
NA,NA,100,71.7,7,83.7,78.3,21.7,35.7,41.1,0,79.1,0,0,NA,NA,NA,72.1,42.6,37.2,27.9,79.1,NA,NA,35.2,86.8,18.6,10545
2.91,3.35,92.2,66.1,5.2,97.8,74.3,23.9,6.3,15.3,0,40,0,15.4,36.2,115278,166804,100,90.8,19.6,0,0.6,89.4,10.6,45.1,70.8,12.6,10546
2.59,3.2,91.8,41,10.1,90.7,84.5,14.1,5.2,18,7,32.6,10.4,9.6,37.2,94982,106680,93.6,78.3,24.9,6.4,8.5,73.5,26.5,41.7,80.1,17.6,10547
2.48,2.94,94,35.3,14.8,93,87.4,11.7,3.3,14.2,2.6,36.8,4.1,11.8,32.8,77059,106955,95.6,83.7,29.8,4.4,7.8,77.9,22.1,49.4,85.8,14.7,10548
2.82,3.15,86.9,52.5,7.3,89.7,70,29.2,7,36.2,4.3,30,6.2,15.5,32.4,91184,153894,85.3,69.4,25.9,14.7,11.2,65.3,34.7,39.1,69.7,32.8,10549
2.79,3.52,81.7,17.8,11,89.1,62.3,36.4,7.5,24.3,9.8,32.6,14.6,27.1,33.8,40698,55606,86,53.5,43,14,18.7,24.6,75.4,33.8,13.2,17.7,10550
2.33,3.26,88.3,41.7,10.3,91.5,67.2,31.3,5.3,26.9,6.6,30.2,9.5,25.3,32.4,70991,92459,90.2,69.1,35.3,9.8,10.4,57,43,43.3,48.9,14.5,10552
3.26,3.83,86.3,30.4,12.1,87.8,68.4,30.4,7.2,12.4,8.2,32.4,12.2,27.1,35.8,70513,76480,87.3,67.4,29.1,12.7,12.7,51.6,48.4,38.9,5.4,7.4,10553
2.63,3.01,93.9,58.5,7.5,92.5,84.5,13.8,2.7,13.7,2.6,38.7,4.2,10.1,36.7,126905,189728,97.7,86.4,27.1,2.3,4.3,82,18,50.9,89.9,10,10560
2.89,3.35,76.9,38,7.4,89.7,63.9,34.4,6.8,47.5,5.3,32,7.8,12.9,29.6,71773,102513,82.3,62.8,28.2,17.7,12.5,55.9,44.1,38.9,52.8,40.3,10562
2.62,3.31,80.8,26.8,11.9,87.7,69.5,28.5,6,36.1,7.7,29,10.9,18,34.3,52125,76305,86.4,60.5,37.1,13.6,11.8,49.6,50.4,39.3,45.3,36.9,10566
2.93,3.28,93.5,49.8,9.2,92.6,83.7,15,1.2,19.6,3.8,34.4,5.9,13.1,41.4,119521,142084,95.7,86.7,21.7,4.3,4.5,90.2,9.8,43.8,79.2,18,10567
2.81,3.23,96.2,64.2,6.1,93.2,86.8,12.3,5.8,16.1,3.8,36.7,5.9,17,30.7,125814,174055,96.5,90.2,17.7,3.5,2.1,80.2,19.8,41.1,86.2,9.6,10570
3.08,3.54,74,32,9.7,85.4,59.4,38.6,8.5,54.7,5.3,29.3,7.5,16.9,25.5,67206,108718,77,56.9,28.3,23,11.3,52.6,47.4,37.8,57.3,51.1,10573
2.56,2.9,98.2,73.8,5.8,93.7,89.5,9.4,14.6,9.8,2.7,34.2,4.2,16,44,172714,276246,94.2,88.3,20.9,5.8,3.6,85.4,14.6,49.5,93.4,2.6,10576
3.06,3.06,95,71.8,6.5,76.2,84,14.9,33.6,23.3,7.2,48.1,14,14.1,20.9,216250,402826,95.2,85.9,16.3,4.8,9.1,88.2,11.8,20.4,72.8,12.9,10577
2.66,3.24,94.6,54.9,4.8,93.8,77.7,22.3,0,27.2,0.8,30.3,1.2,4.8,36.6,115714,112044,87.7,86,8.1,12.3,1.7,81.7,18.3,45.5,83.9,20,10578
2.92,3.33,89.6,39.8,8.5,94.8,87,11.6,1.2,23.2,4.5,34.3,6.8,10.1,46,105694,125600,96.5,87.3,23.2,3.5,6.4,89.9,10.1,44.7,97.3,8.7,10579
2.9,3.41,96.9,75.1,7.6,90.8,84.5,13.8,16.6,19.4,3.3,41.6,5.6,32.6,35.5,156595,270400,97.2,88.7,19.4,2.8,3.7,75.4,24.6,42.1,90.5,6.4,10580
2.91,3.31,97.1,77.2,6.4,91.4,77.5,21.2,14.2,24.1,3.2,35.8,4.9,34.5,39,175123,268778,97.8,91.1,17.6,2.2,3.1,86.7,13.3,43.3,81.4,4.3,10583
2.57,3.19,90.5,41.1,14.7,93.3,75.4,20.9,1.1,23.4,1.8,42.6,3.1,3.3,28.8,73054,90726,94.5,79.1,35.3,5.5,0.5,80.1,19.9,50.1,81.4,35.6,10588
2.28,2.79,95.9,58.4,11.4,91.6,89.1,9.4,0,11.6,4.2,49.6,8.3,10.3,36.3,100240,141478,97.5,87.2,41.6,2.5,3,88,12,55.2,92.8,5.3,10589
2.78,3.22,98.7,69.8,5.6,95,89.7,9.1,3.5,9.1,4.6,31.1,6.6,9.2,39.3,131607,177402,92.8,82.8,18.6,7.2,1.7,91.8,8.2,44.6,90.3,5.8,10590
2.62,3.3,84.9,48.6,8.6,89.2,67.7,28.7,8.7,40.1,6.2,31.4,9,22,30.8,78388,120586,90.5,74.5,28.1,9.5,10.2,54,46,40.4,69.8,33.7,10591
3.08,3.6,91.7,43.9,6.4,89.1,84.2,13.9,2.6,19.1,3.6,32,5.3,9.8,27.4,116950,130302,96,91.5,16.8,4,3.4,83,17,40.4,90.6,8,10594
3.05,3.52,87.6,44.8,9.1,75.6,79.5,18.2,9.4,27.3,3.8,48.7,7.5,15.8,29.1,103889,127967,94.4,83.7,22.3,5.6,11,70.4,29.6,37.9,76.5,13.4,10595
2.66,3.13,78.5,10,15.7,92.8,79.8,17.1,7.8,22.1,8.2,31.1,11.9,4,28.5,54432,68625,89.5,63.9,32,10.5,8,49.2,50.8,36.8,77.3,18.8,10596
3.25,3.66,98.5,85.9,0,99.1,89.3,10.7,0,12.9,8.4,31.2,12.1,11.2,34.5,207895,263442,99.1,90.5,23.8,0.9,0.9,100,0,46.9,99.1,9.9,10597
2.88,3.34,94.7,51.2,9,95,87.4,11.2,3.3,15.6,3.9,32.4,5.7,6.7,35.6,116862,141238,96.7,89.2,20.4,3.3,1.7,88.7,11.3,44,89.3,9.5,10598
2.12,3.06,89.2,49.6,9.7,78.6,67.6,30.6,14.4,46.5,5.2,31.7,7.6,23.6,28.8,69234,112517,86.2,66.5,29.8,13.8,18.5,30,70,36.9,48.1,25.5,10601
2.53,3.17,91,51.4,9.9,93.1,73.5,24.7,7.5,34,5.6,24.8,7.5,14.3,27.3,91884,118545,92.8,79.2,23.4,7.2,7.4,65.2,34.8,39.5,55.4,22.2,10603
3.05,3.36,86.6,36.5,9.5,88.1,62.6,35.7,9.8,50,4.3,35.6,6.7,10.9,25.2,87396,144359,86.1,66.9,27.3,13.9,11.3,56.8,43.2,41.1,79.8,30.3,10604
2.6,3.31,90.3,59.9,7.8,91.2,74.9,23.4,5.5,29.5,3,32.7,4.5,16.2,26.7,107325,146944,90.5,76.7,27.8,9.5,8.9,75.5,24.5,41.8,75.6,23.8,10605
3.06,3.69,78,38.9,6.9,86.6,54.7,43.8,8.2,59.6,6.6,30.6,9.5,23.7,26,69579,102720,78.4,57.4,28.7,21.6,11.2,40.2,59.8,36,54.1,50.1,10606
2.99,3.33,87.6,51.5,9.1,95.5,69.5,30.1,3.3,37.5,3.7,29.4,5.2,15.6,29.1,130982,154160,89.9,77.7,23,10.1,6.1,86.1,13.9,43.2,47.2,23.5,10607
2.71,3.53,77.6,24,11.5,91,64.3,31,5.8,50.5,4.8,41.9,8.3,29.8,32.7,42238,62123,85.4,51.8,42.5,14.6,25.9,30.7,69.3,35.3,52.5,42.5,10701
2.93,3.63,81.2,28.1,10.7,89.8,62.9,32.3,3.8,49.9,5.3,43.6,9.4,18.5,31.9,58244,71365,87.8,64.5,33.4,12.2,13.6,52.1,47.9,37.6,56,37.7,10703
2.54,3.25,89.3,30.9,11.5,90.6,65.6,32.2,9.3,38.9,5.6,32.5,8.3,24,34,70272,82446,91.1,74,30.2,8.9,10.1,56.4,43.6,40.2,70.6,23.9,10704
2.96,3.62,75.7,24.4,9.2,88.4,58.1,36.5,5.7,59.3,7.8,37.7,12.5,31.8,34.4,45446,67600,83.5,47.7,44.3,16.5,21.7,32.1,67.9,34.1,44.6,52.3,10705
2.54,3.12,97.3,74.9,7.6,88.3,83.9,14,5.2,14.8,3.5,33.6,5.3,28.9,37.7,127632,177937,96.7,83.1,25.5,3.3,3.9,72.3,27.7,45.6,88.4,7.1,10706
2.58,3.32,94.2,53.2,8.5,87.8,76.5,20.3,3.7,27.1,5,32.6,7.4,33.7,33.4,94427,134174,94,83.5,21.9,6,4.2,63.7,36.3,39,79.1,7.7,10707
2.29,3.12,95.1,62.6,10.4,87.2,80.9,16.6,7.9,21.8,5.8,34.7,8.8,35.3,34.7,98014,160997,96,86,25.4,4,5.4,74.2,25.8,43.7,86.3,12.2,10708
2.58,3.27,91.3,47.9,9.2,89.9,83.4,16,13.9,22.8,1.7,36.3,2.7,18.4,28.7,95625,134250,96,89.1,20.8,4,2.5,79.9,20.1,43.1,87.3,5.3,10709
2.7,3.26,90,39.6,10.5,92.8,70.5,26,5.9,40.1,4.8,36.1,7.4,17.6,32.5,82324,101745,93.5,78.7,30.1,6.5,6.7,69.6,30.4,43,62.3,22.2,10710
2.8,3.45,76.2,30.7,10.4,87.5,62.7,35.7,9.1,45.8,5.5,35,8.5,23.1,28.7,56101,80484,83.8,58.2,34.1,16.2,15.7,37.7,62.3,35.6,53.6,35.8,10801
3.21,3.5,94.8,62.8,4,91.7,80.8,17.5,8.1,21.7,2.8,32.5,4.1,26.6,34.6,151607,240089,95.4,87.9,16.9,4.6,2.8,79.4,20.6,39.8,76.3,11.2,10803
2.91,3.33,96.9,75.6,6.5,94.2,83.9,14.2,17,20.7,3.8,32.5,5.6,24,37.2,161445,225824,99.2,90,22.8,0.8,2.9,93,7,44.9,85.3,6.6,10804
2.26,3,83.1,32.9,12.2,85.6,67.6,30,5.5,46.3,4.4,37.8,7,17.3,29.6,57672,76844,88.5,67.2,33.1,11.5,9.4,35.4,64.6,41.7,63.5,34.5,10805
2.62,3.32,92.6,49.6,11.3,92.2,81.7,16.1,2.3,20.8,3.3,34.9,5.1,9.9,32.1,87444,119279,93.6,79,29.3,6.4,6.3,73,27,43,79.1,13.8,10901
NA,NA,100,100,0,100,100,0,NA,0,0,0,0,0,NA,NA,NA,100,100,0,0,0,0,100,NA,100,0,10910
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10911
3.05,3.39,93.3,53.8,7.3,94.8,86.3,12.7,8.2,16.6,4.8,35.2,7.4,5.2,31.3,120929,149031,91.8,84.6,20.8,8.2,2.3,98.6,1.4,41.5,87.1,9.7,10913
4.02,4.02,90.7,39.2,10.4,100,85,15,0,0,4.6,29.5,6.6,0,28.5,129632,147230,100,94.3,14.5,0,0,100,0,39.7,80.3,0,10914
2.05,NA,57.6,0,39.4,100,100,0,NA,0,0,39.4,0,0,NA,NA,NA,39.4,0,39.4,60.6,39.4,100,0,43.7,100,0,10915
3.23,3.58,94.3,33.4,11,94.3,90.5,8.9,0,12.6,3.9,39,6.5,3.5,33.7,105104,119872,96.4,81.3,24.9,3.6,4.7,91,9,41.7,90.7,6.2,10916
3.25,3.48,96.3,33.6,8.4,96.7,76.5,21.7,4.3,27.3,9.6,30.2,13.8,3.9,33.4,96077,129050,94.3,81.2,25.9,5.7,7.3,75.6,24.4,41.8,85.2,28.7,10917
2.99,3.47,95.3,34.5,12.8,93.5,85.1,13.8,5.3,16.2,3.6,34.5,5.4,8.2,37.1,91471,105937,94.7,82.8,21.9,5.3,6.1,82.7,17.3,40.1,80.9,16.9,10918
2.75,3.16,82.7,22.6,9.4,100,93.7,5.3,0,6,3.4,39.1,5.6,0.7,39.4,97703,98073,88.2,79.2,19.8,11.8,5.6,88.2,11.8,47.2,98.1,9,10919
2.96,3.42,90.1,43.9,10.4,96.7,79.7,19.5,2.2,27.9,6.5,32.1,9.6,3.6,29.2,103344,120333,94.4,82,26.9,5.6,7.7,84.5,15.5,43.2,77.3,15.6,10920
2.75,3.28,93.1,33.5,10.6,89.9,90.5,8.7,1.5,13.7,6.2,28.3,8.6,2.7,36.5,86071,96896,94.7,84.9,24.1,5.3,3.6,77.8,22.2,42.7,82.8,13.4,10921
2.46,2.8,92.6,40.4,13.4,89.7,92.5,6.9,0,11.3,4.2,17.1,5.1,3.9,28.9,96875,105215,91.9,81.9,20.6,8.1,9.5,76.8,23.2,44,83.4,8.2,10922
3.19,3.61,87.9,30.7,10.6,88.8,74.6,21.9,4.5,37,5.3,28.8,7.5,8.2,33.7,83734,97805,89.3,68.1,32.1,10.7,11,63.6,36.4,39.6,70.6,37.7,10923
2.63,3.28,93.1,37.5,13.1,88.5,89.2,7.7,3,12.1,4.1,37.2,6.6,3.9,33.6,90184,111640,94.5,84.5,24.4,5.5,5.4,67.2,32.8,44,82.3,11.9,10924
2.36,3.13,94.9,23.2,14.1,93.5,94.1,5.9,0,11.2,6.5,31.1,9.4,7.4,48.7,68125,90828,91,76.3,23.4,9,7.7,77.7,22.3,45.7,87.8,9.2,10925
2.38,3.1,87,37.9,14.4,91.8,79.1,17.1,3.1,32,3.2,26.2,4.3,11.9,35.5,66394,81483,90.5,75.7,23.2,9.5,8.3,58.6,41.4,39,61.7,25,10926
3.24,3.66,74,23.2,13.5,89.8,57.6,37.5,8.3,62.3,7.2,29,10.1,13.6,28.2,56061,80163,84.8,47,45.3,15.2,17.3,43.6,56.4,33.2,46.4,64.6,10927
2.18,3.05,93.2,36.4,13,83.9,84.3,11.9,3.3,19.4,5.3,29.7,7.7,4.8,20.5,77969,84974,94.5,84.1,27,5.5,4.8,45.6,54.4,41.9,68.8,12.8,10928
3.22,3.62,94.5,45.8,8.6,96.7,81.3,17.4,1.5,22.1,4.9,27.9,6.8,5.9,37.7,129477,130746,94.8,89.1,15.5,5.2,4.9,91.6,8.4,39.7,88.3,13,10930
2.76,3.27,89.8,24.3,10.5,95.1,85.7,13.3,8.9,20.8,4.3,31.3,6.2,6.3,26.8,78162,85484,86.9,73.1,23.2,13.1,10.5,70.7,29.3,43.7,48.8,14.4,10931
4.17,4.17,100,67.6,19,100,81,19,0,9,0,76,0,0,NA,NA,NA,100,100,58,0,0,100,0,57.4,100,0,10932
3.61,3.49,100,23.7,15.9,100,97.8,2.2,0,3.8,6.8,37,10.9,0,21.6,97845,90375,91.1,85.2,12,8.9,7.2,100,0,30.5,92.8,0,10933
2.76,3.42,85.6,21.8,13.5,90.4,79.4,15.1,7,29.8,5.8,35.3,9,4,33.4,57007,71901,89.2,67.8,32.9,10.8,14.9,59.2,40.8,36.8,56.4,30.6,10940
2.83,3.39,90.4,27.1,11.7,91,82,12.6,2.8,21.9,6.9,31.6,10,3.5,32.5,66141,79025,92.6,78.2,24,7.4,6.1,70.2,29.8,39.2,62.3,20.1,10941
3.83,4.34,86.3,30.7,6.7,94.2,89.1,9.5,3.6,50.6,3.5,36.7,5.6,10.2,35.3,70645,91907,96.2,56.2,48.5,3.8,28.5,68.4,31.6,23.2,89.2,11.1,10950
4.47,4.87,84.8,29.5,6.7,94.5,82.1,14.4,5.5,60.5,4.5,42,7.9,10.3,27.9,55595,79502,94.2,43.3,58.5,5.8,35.2,51,49,20.4,91,3.7,10952
2.04,2.21,100,41.5,30.4,100,100,0,NA,7.8,11.7,52.1,24.4,0,NA,123600,114150,100,100,48,0,0,100,0,61.7,92.2,7.8,10953
2.71,3.38,89.4,42.5,10.5,91.3,72,26.4,7.6,34.3,4.8,32.3,7.1,9.1,32,90743,109321,94.2,78.5,30.2,5.8,4.6,71,29,45.1,64.6,13,10954
3.03,3.34,93.5,58.7,8.7,95.5,79.1,19.6,4.9,25.6,4.8,36.8,7.6,6.3,33.1,119899,148111,95.7,85.3,25.4,4.3,4.7,89.9,10.1,45.1,76.2,8,10956
2.78,3.43,87.5,27,14.8,91.7,90.1,8.4,6.1,7.3,1.7,42.6,3,0.6,29.1,103203,98481,95,81.4,23.6,5,5.1,84.6,15.4,44.8,86.3,10,10958
2.35,3.05,90.7,54,10.6,86.5,79.6,17.3,3.6,22.8,3.8,32,5.5,9.8,30.8,80141,112055,90.6,72.7,28.6,9.4,12.3,49,51,40.8,74,17.5,10960
2.81,3.25,86.6,45.2,17,94.6,75.2,21.6,5.9,26.6,3.7,46.7,6.9,4.4,32.9,94303,111813,95.7,76.5,35,4.3,10.6,82.9,17.1,47.1,72,8.1,10962
3.06,3.33,87.1,13.5,11.1,83.1,86.5,10.3,5.3,19.3,2,66.3,5.9,2.7,39.2,74821,83284,93.3,80.9,20.3,6.7,15.8,83.6,16.4,40.7,60.9,21.1,10963
2.64,3.07,92.6,50,12.1,92.7,80.3,18.6,14.2,27,5.5,43.9,9.8,0,33.1,83257,138846,95.1,73.5,35.3,4.9,5.7,64.7,35.3,54.7,88.9,5.3,10964
2.77,3.4,91.5,44.1,9,95.9,87.3,12.6,3.9,13.4,3.4,36.1,5.4,8.3,32,94352,113464,93.8,85.8,22.6,6.2,7.5,78.4,21.6,41,89.1,7.4,10965
1.99,2.54,94.5,67.6,11.5,84.4,86.2,13.8,17.6,16.2,4.5,35.8,7.1,4.6,32.2,91581,144102,94.2,80.6,28.8,5.8,5.6,68.3,31.7,52.9,85.6,6.3,10968
3.19,3.37,90.3,19.4,8.9,98,81.2,18.8,0,22.7,4.9,14,5.7,5.9,36.6,92500,124710,74.6,64.4,14,25.4,0.5,63,37,41.8,76,25.9,10969
2.75,3.34,87.1,37.4,8.5,87.2,71.6,26.8,3.3,34.7,9.5,27.8,13.2,4.6,32.2,82856,99088,85.6,65.1,29.9,14.4,7.1,73.9,26.1,40.6,56.2,21.5,10970
3.15,3.67,90.1,27.5,11.9,86.1,89.7,10.1,3.4,13.4,10.2,22.8,13.2,1.1,27.6,91250,100620,92.8,78.1,19.4,7.2,5.7,70.6,29.4,42,86.3,9.6,10973
2.89,3.35,92.2,39,10.7,96,88.9,9.1,3.4,12.7,6.7,27.7,9.3,4.4,31.4,86006,107686,92.2,82.4,20.9,7.8,4.8,76.2,23.8,39,88,12.9,10974
1.78,2.57,92.1,26.1,25.6,97.6,100,0,NA,7.4,2.8,29.2,3.9,3.1,59.4,NA,125612,92.6,70,31,7.4,0,74.9,25.1,44.8,100,18.9,10975
2.3,3.4,85.7,45.9,18.6,87.7,84.1,15.2,7.5,19.9,2.7,54,5.9,7.6,30.7,46750,86696,97,77.6,35.1,3,22.7,52.3,47.7,39.7,83.1,11.8,10976
4.07,4.4,76.1,23.7,6.3,89.4,66.7,31.2,10.9,61.2,7.6,31.2,11.1,13.1,27.4,56598,80150,83.8,42.5,48.1,16.2,26.9,49.4,50.6,27.9,47.3,22.7,10977
2.41,3.55,80.3,0,44.5,100,84.7,15.3,0,0,9.8,42.3,17,0,NA,68125,59260,90,72.4,17.6,10,0,100,0,45.8,71.1,0,10979
2.99,3.45,91,33.5,11.1,94,86.1,12,1.2,19.3,4.9,33.4,7.4,5,33.7,95214,115301,93.5,82.3,25.8,6.5,5,83.8,16.2,43.2,79.1,18.2,10980
2.97,3.38,90.8,52.9,8.5,97.2,79,20.1,4.7,24.7,2.4,37.5,3.8,7.1,31.3,113036,139197,96.5,86.3,23.8,3.5,1.3,93.7,6.3,44,77.3,12.2,10983
3.25,3.4,94,40.1,10.2,95.9,87.1,9.1,0,21.9,5.4,28.5,7.5,8,31.4,120341,121334,94.1,85.5,23.1,5.9,2.2,93,7,43.6,79.3,26.8,10984
2.13,2.29,100,52.9,0,47.1,100,0,NA,0,26.5,0,26.5,0,NA,NA,NA,100,73.5,47.1,0,26.5,100,0,35.9,100,0,10985
3.07,3.24,96.9,47.9,7,98.4,92.3,5.5,0,10.5,5,32.4,7.4,4.6,34,119671,148517,98.5,94.3,14.4,1.5,2.3,90.5,9.5,40.3,95.8,7.5,10986
2.36,3.07,94.7,55.5,13,94.6,86.4,11.9,2,16.5,2.9,37.9,4.6,12,38.4,97279,123043,96.3,87.5,24.1,3.7,1.7,80.4,19.6,46.9,87,7.1,10987
2.69,3.06,92.1,23.3,10,91.4,94.7,3.7,0,3.8,1.5,30.1,2.1,2.5,44.3,79375,86298,87.8,72.5,23.7,12.2,3.7,86.9,13.1,35.8,86,9.8,10988
2.84,3.51,93.9,50,7,95.2,77.4,20.8,0,26.2,3.7,33.9,5.6,4.6,30.4,104285,116982,92.4,82.7,22.6,7.6,3.1,84.7,15.3,47.3,76.6,13.6,10989
2.64,3.16,94.5,41.5,13.3,92.1,92.9,6.3,2.8,10.5,3.8,37.6,6.1,5.2,38.8,88452,118403,95.8,84.1,26.9,4.2,5.4,80.1,19.9,44.6,86,8.2,10990
2.85,3.33,94.3,33.1,11.7,92.8,91.2,6.1,0,14.4,4.2,35.1,6.4,4.9,39.4,84830,100547,94.5,84.2,22.9,5.5,6.3,81.4,18.6,44.8,83.3,19.7,10992
3.51,3.8,77.9,13.7,14.7,84.6,68.1,27.1,2.8,51.8,6,36.7,9.6,4.5,26.7,64627,80309,90.4,67.8,35.4,9.6,12.1,55.5,44.5,32.6,50.4,54,10993
2.91,3.39,94.5,53.5,6.1,95.6,83.6,14.8,3.4,23.8,1.3,32.4,2,4.9,30.4,130060,144486,97,90.3,21,3,3.2,91.4,8.6,43.3,80.6,8.1,10994
3.91,4.19,98.9,68.6,6.8,73,90.1,4.5,30.3,15.5,1.1,20.9,6.8,0.5,9,100385,114831,99.9,94.1,9.2,0.1,3.9,0.5,99.5,20.8,81.8,13.9,10996
3.16,3.53,91.7,27.6,13.2,96.7,92,5.1,0,12.1,4.9,27.5,6.8,3.9,43.2,98036,100366,91.7,82.9,17.2,8.3,6.9,87.1,12.9,40.6,89.9,9.1,10998
3.01,3.51,93.5,44.5,9.2,93,77.2,21.9,5.1,26.2,4.1,32.9,6,19.4,36.2,99691,119387,94.9,84.2,22.9,5.1,3.1,79.9,20.1,41.6,71.4,12.3,11001
3.77,4.04,86.5,29.1,7.4,93.4,55.9,42.3,5.9,46.9,6.6,31.5,9.7,20.2,39.3,89831,101669,89.3,69.9,27.4,10.7,7.6,81.1,18.9,37.1,21.7,20,11003
2.66,3.48,90.1,39.7,11,92.7,65,33.9,5.7,42.1,4.3,39,7,24,39.1,85968,99830,93.4,80.1,25.7,6.6,7.6,76.8,23.2,45.6,49.8,11.8,11004
1.28,2.01,98.1,46.6,40.4,88.9,85.8,12.8,0,13.5,0.4,84.2,2.3,3.2,31.4,58894,91016,100,72.2,89,0,2.2,91.9,8.1,82,98.2,2.9,11005
3.14,3.64,89.5,28.9,8.9,94.9,77.4,20.9,3.8,31,4.6,36.8,7.3,11.5,33.2,97741,106238,93.5,80.6,25.9,6.5,4.7,83,17,41.6,82.6,13.1,11010
3.26,3.56,91.4,62.6,6.2,95.1,64.2,34.1,4.6,41.3,2,41.7,3.5,20.9,33.6,123438,202107,96.4,83.9,27.6,3.6,5.2,87.4,12.6,44.6,41.2,10,11020
2.3,3.12,94.6,65.7,9.8,91.1,68.3,30.1,6.4,37.4,4.3,37.8,6.9,28.6,35.3,90993,137888,94.8,80.1,28.6,5.2,5.4,67.3,32.7,46.4,77.3,7.4,11021
3.28,3.79,90.4,59.7,6.5,94.7,59.1,38.7,6.7,51.7,2.6,41.4,4.5,25.3,34,106699,151730,93.5,81,23.6,6.5,6,81.1,18.9,40.2,88.7,3.3,11023
3.29,3.57,87.3,48.1,7.9,89.5,60.8,36.9,6.5,53.3,3.4,43.8,6.2,26,41.8,94243,158088,93.3,80.7,27.7,6.7,6.5,83.9,16.1,35.5,87.4,7.2,11024
2.87,3.31,96.4,70.3,7.4,93.1,81.1,17.7,3,24.4,3.1,43.1,5.5,29.1,38.7,161786,252878,97.6,90.2,22.4,2.4,3.8,87.2,12.8,46.2,83.6,6.1,11030
3.2,3.61,91.2,45.3,9.1,96,63.7,34.7,3.7,46.6,3.3,36.9,5.2,18.4,36.5,106654,125241,95.1,81.9,26.8,4.9,3.2,89.4,10.6,43.9,55.4,11.8,11040
NA,NA,67.9,17.9,NA,70.1,80.7,15.5,0,23.9,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.7,61.7,5.8,11042
2.77,3.26,93.8,62.7,6.4,91.4,76.2,22.5,10.8,27.6,4.3,38.1,7,27.2,41.1,104261,169934,92.3,81.8,24.7,7.7,4.4,65.7,34.3,42.2,81.6,14,11050
3.32,3.79,75.4,15.8,9.2,93.6,62.7,35.9,4.7,48.4,7.8,34,11.8,22.7,31.5,48449,61307,77.9,45.1,38.6,22.1,17.7,46.2,53.8,33.9,28.7,48.2,11096
2.14,2.96,80.5,41.4,8.6,85.1,57.2,39.5,10.1,53.4,5.5,32,8.2,74.7,34.2,48013,77677,85,54.5,36.8,15,21.9,17.1,82.9,36.1,47.5,32.7,11101
2.49,3.25,80.1,41.9,9.1,85.6,54.5,42.8,8.6,58.9,6.1,28.4,8.5,69.7,37.6,51123,71031,82,54.1,35.5,18,18.6,14,86,33.4,58.3,32.6,11102
2.36,3.13,85.8,46.6,7.7,87.1,53.5,43.9,7.9,58.5,5.6,26.1,7.6,72.5,38.2,59243,74020,82.1,56.7,30.8,17.9,15.3,14.9,85.1,34.1,71.3,23.6,11103
2.31,3.2,85.6,42,7.6,91,46,51.9,9.2,65,4.9,29,6.9,72.2,39.1,55294,70828,78.8,49.8,33.8,21.2,14.8,15.8,84.2,37.7,65.8,28.9,11104
